symbol,side,entry_time,entry_price,exit_time,exit_price,quantity,pnl,pnl_pct,fees,exit_reason
BTCUSDT,LONG,2024-09-30 23:30:00,63009.98925,2024-10-01 01:15:00,63536.216,0.000555467480896293,0.25700954535554155,0.8351481348649835,0.035292301847202744,signal
BTCUSDT,LONG,2024-10-01 12:30:00,63653.480834999995,2024-10-01 15:00:00,62134.93699,0.0005499741706951295,-0.8693325022603338,-2.3856414842988736,0.03417261044226938,stop_loss
BTCUSDT,LONG,2024-10-01 15:00:00,62197.10300999999,2024-10-01 20:15:00,60712.86838,0.0005431325811911428,-0.8391113225999238,-2.3863404534474184,0.032975136914747516,stop_loss
BTCUSDT,LONG,2024-10-01 20:15:00,60773.611619999996,2024-10-02 00:15:00,60941.514,0.0005560405350395891,0.059474577158941576,0.27627513903542933,0.033885952050682615,signal
BTCUSDT,LONG,2024-10-02 10:00:00,61224.607005,2024-10-02 13:45:00,61319.325000000004,0.0005707911861376339,0.01906366646472303,0.15470576232897837,0.03500053024990907,signal
BTCUSDT,LONG,2024-10-02 18:45:00,60792.47104499999,2024-10-02 22:45:00,60821.31413,0.0005748394423602402,-0.01838234740075276,0.04744515974462921,0.0349624902981062,signal
BTCUSDT,LONG,2024-10-03 07:45:00,60956.462999999996,2024-10-03 10:30:00,60887.541000000005,0.0005732623243936313,-0.07441491920212544,-0.11306758399021839,0.03490453328027252,signal
BTCUSDT,LONG,2024-10-04 23:15:00,62030.989994999996,2024-10-05 04:30:00,61973.00799500001,0.0005632703283521728,-0.067567096740825,-0.09347263360565854,0.034907556562315485,signal
BTCUSDT,LONG,2024-10-05 16:45:00,61989.369195,2024-10-05 21:30:00,61908.420305,0.0005635906414315058,-0.08051304314797442,-0.13058511653080174,0.03489100630970621,signal
BTCUSDT,LONG,2024-10-06 21:45:00,62334.181515,2024-10-06 23:00:00,62636.666000000005,0.0005604082183967722,0.13441268893214606,0.48526262421079314,0.035102102399373676,signal
BTCUSDT,LONG,2024-10-07 10:00:00,63101.55501,2024-10-07 13:15:00,63086.331055,0.0005536483119322816,-0.04335635768128153,-0.02412611701499497,0.03492764069460182,signal
BTCUSDT,LONG,2024-10-07 18:45:00,62879.424,2024-10-07 21:45:00,63342.303005,0.0005555605785549222,0.22196684131426908,0.7361374763865561,0.03519048650445899,signal
BTCUSDT,LONG,2024-10-07 22:45:00,62502.315539999996,2024-10-08 02:45:00,62754.38711,0.0005590172947625337,0.10583157943123572,0.4032995702994196,0.03508078771671302,signal
BTCUSDT,LONG,2024-10-08 06:15:00,62291.13,2024-10-08 09:15:00,62402.653065000006,0.0005609523628678422,0.02755421113998477,0.179035225400484,0.03500491568603395,signal
BTCUSDT,LONG,2024-10-09 13:45:00,61831.89049499999,2024-10-09 15:00:00,62118.934995,0.0005651145015037804,0.12710869854326287,0.4642337436265557,0.035104310983645165,signal
BTCUSDT,LONG,2024-10-09 18:45:00,61226.608005,2024-10-10 01:30:00,60769.600000000006,0.0005707538755418952,-0.2955235747225483,-0.7464205839439529,0.03468448471513076,signal
BTCUSDT,LONG,2024-10-10 14:45:00,60624.246974999995,2024-10-10 18:00:00,59140.415,0.0005762340835028525,-0.8891132810218524,-2.44758829847716,0.03407872283550336,stop_loss
BTCUSDT,LONG,2024-10-10 18:00:00,59199.585,2024-10-10 21:15:00,59890.829605000006,0.0005694271877649444,0.35951000480795925,1.1676510992433597,0.03410346667488463,signal
BTCUSDT,LONG,2024-10-11 22:30:00,62446.2075,2024-10-12 00:45:00,62808.58,0.0005590862944343149,0.16748208197902031,0.5802954486867837,0.03511541625088123,signal
BTCUSDT,LONG,2024-10-13 01:15:00,62979.614069999996,2024-10-13 05:15:00,62931.81835000001,0.0005544247800257161,-0.06139009109248078,-0.0758907794304103,0.03489095954531708,signal
BTCUSDT,LONG,2024-10-13 11:15:00,62646.28749,2024-10-13 13:15:00,62734.167225000005,0.000557320941295931,0.014014151501784887,0.14027923843696272,0.034963065129253346,signal
BTCUSDT,LONG,2024-10-13 15:15:00,62086.0275,2024-10-13 16:30:00,62595.64652,0.0005623383846687233,0.25137840175190973,0.8208272304102652,0.03519993475135119,signal
BTCUSDT,LONG,2024-10-15 03:45:00,65432.7,2024-10-15 06:45:00,65532.19751,0.0005336923692807225,0.01812702809614878,0.15206083502591372,0.034974033753284166,signal
BTCUSDT,LONG,2024-10-15 11:45:00,65432.389845,2024-10-15 12:30:00,65849.65870000001,0.00053368591591252,0.187547475646616,0.6377099414960496,0.03514303541583635,signal
BTCUSDT,LONG,2024-10-15 21:30:00,66272.589735,2024-10-15 22:15:00,66794.58600000001,0.0005270004838200075,0.23989150506868442,0.787650319818921,0.035200779138557105,signal
BTCUSDT,LONG,2024-10-19 11:45:00,68124.34515,2024-10-19 14:15:00,68238.00393,0.000512780865358342,0.02329090485842847,0.16684017989420993,0.03499114270555134,signal
BTCUSDT,LONG,2024-10-20 13:00:00,68306.266065,2024-10-20 13:30:00,68373.786005,0.0005114092044834185,-0.0004366647061692583,0.09884882294070442,0.03496698350833654,signal
BTCUSDT,LONG,2024-10-21 08:45:00,68335.61073,2024-10-21 15:15:00,66911.7274,0.0005111714799539047,-0.7620519157991228,-2.083662258651474,0.03420336672133024,stop_loss
BTCUSDT,LONG,2024-10-22 00:15:00,66981.48400499999,2024-10-22 02:00:00,67596.76471,0.0005210890946849604,0.2853921286192142,0.9185832684060612,0.03522393692636618,signal
BTCUSDT,LONG,2024-10-22 08:45:00,66967.537035,2024-10-22 11:00:00,67334.316,0.0005213285349115593,0.1561090401502787,0.5476966620533037,0.03510330030955197,signal
BTCUSDT,LONG,2024-10-23 08:45:00,66563.265,2024-10-23 13:00:00,66476.56509,0.0005245585513634057,-0.08035002987616097,-0.1302518889360306,0.03487085068322555,signal
BTCUSDT,LONG,2024-10-24 08:45:00,66886.296435,2024-10-24 11:15:00,67125.00071000001,0.0005219648478183472,0.08955834979356803,0.35688068815707774,0.0350368907804016,signal
BTCUSDT,LONG,2024-10-25 07:15:00,67336.69152,2024-10-25 08:30:00,67696.144995,0.0005185019840387684,0.1512767544654473,0.533815171024907,0.03510058549168364,signal
BTCUSDT,LONG,2024-10-25 17:45:00,66869.428005,2024-10-25 21:15:00,67129.93824,0.000522186025551715,0.10098048858512021,0.38958047462366485,0.035054315645077695,signal
BTCUSDT,LONG,2024-10-25 23:00:00,65833.110105,2024-10-26 02:15:00,66706.779925,0.0005304411862423364,0.4280464322311027,1.3270978974053371,0.03538402347382347,signal
BTCUSDT,LONG,2024-10-30 13:30:00,71516.98062,2024-10-30 14:00:00,72272.855495,0.0004884763327483301,0.33392340754715194,1.0569166489512152,0.0353035794094476,signal
BTCUSDT,LONG,2024-10-31 13:45:00,71343.654,2024-10-31 18:30:00,70406.788995,0.0004898097459294749,-0.4933715414986171,-1.3131721638479572,0.0344859314293511,end_of_data
