symbol,side,entry_time,entry_price,exit_time,exit_price,quantity,pnl,pnl_pct,fees,exit_reason
ETHUSDT,LONG,2024-11-04 01:30:00,2462.240505,2024-11-04 02:30:00,2475.4616499999997,0.006092012526615469,0.06546283757524038,0.5369558730413105,0.015080543380956197,signal
ETHUSDT,LONG,2024-11-07 15:30:00,2829.2139,2024-11-07 15:45:00,2846.0662549999997,0.0053020936107247415,0.07426265406482789,0.5956550333645516,0.015090109706334792,signal
BTCUSDT,LONG,2024-11-08 05:30:00,76075.56877499999,2024-11-08 06:00:00,75916.01300500002,0.0001971940021295025,-0.046433623279321226,-0.20973325940142107,0.014970182430171314,signal
BTCUSDT,LONG,2024-11-08 07:30:00,76138.06000499999,2024-11-08 08:00:00,75806.49779000001,0.0001970200493813227,-0.08025980391028842,-0.43547499762695535,0.014935399938010931,signal
BTCUSDT,LONG,2024-11-08 13:45:00,76306.264065,2024-11-08 14:30:00,75666.5478,0.00019656702654558697,-0.14062067235391337,-0.8383535386492853,0.014873548310015526,signal
BTCUSDT,LONG,2024-11-08 15:15:00,76437.40960500001,2024-11-08 16:30:00,75862.05,0.00019619923296774837,-0.12776918920298866,-0.7527199155142079,0.014884076021360975,signal
BTCUSDT,LONG,2024-11-10 22:15:00,80890.15486499999,2024-11-11 00:00:00,80327.816,0.00018537261632534696,-0.11913280408209406,-0.6951882660361914,0.01489057741562107,signal
BTCUSDT,LONG,2024-11-11 08:00:00,81264.612,2024-11-11 09:00:00,81399.909685,0.00018449368499946414,0.009943799181139768,0.16649028607927432,0.015017769296409222,signal
ETHUSDT,LONG,2024-11-11 15:00:00,3201.0097049999995,2024-11-11 15:45:00,3235.36151,0.004683750870665815,0.1457416692883144,1.0731552905429476,0.015153627289381166,signal
ETHUSDT,LONG,2024-11-14 08:00:00,3228.0132,2024-11-14 08:45:00,3201.128635,0.004645177171785699,-0.13975337727063955,-0.8328517677684787,0.014869809659251516,signal
ETHUSDT,LONG,2024-11-16 09:30:00,3124.8516449999997,2024-11-16 11:00:00,3134.402015,0.004725748041116452,0.030320248136981434,0.3056263491830629,0.014812394182457713,signal
BTCUSDT,LONG,2024-11-16 08:45:00,91471.69299,2024-11-16 11:30:00,90966.503995,0.00016390176584404596,-0.09771093900291715,-0.5522899800873026,0.014909570637439962,signal
BTCUSDT,LONG,2024-11-18 20:30:00,91437.726015,2024-11-18 22:30:00,91361.27651,0.00016148505446790786,-0.02709893319244403,-0.0836082745402654,0.014753480713474942,signal
ETHUSDT,LONG,2024-11-18 20:15:00,3179.3188649999997,2024-11-18 23:30:00,3196.9307350000004,0.004715134086099056,0.06796837147745216,0.5539510425922829,0.01507395707949621,signal
BTCUSDT,LONG,2024-11-19 09:45:00,91740.22719,2024-11-19 12:45:00,92421.75600500002,0.00016340793892249988,0.09626477031507051,0.7428898269333055,0.01510244866037523,signal
ETHUSDT,LONG,2024-11-20 14:00:00,3150.7745999999997,2024-11-20 14:30:00,3106.50597,0.004758290404757258,-0.22542465491011943,-1.4050078352161268,0.01478165754937214,signal
ETHUSDT,LONG,2024-11-22 03:30:00,3357.0676949999997,2024-11-22 04:00:00,3364.13709,0.00446481741036236,0.016543300026452816,0.21058243807622834,0.015020257850277765,signal
BTCUSDT,LONG,2024-11-24 05:45:00,98313.57222,2024-11-24 08:30:00,98032.07944,0.00015245827481424667,-0.05786170531934194,-0.28632138334887625,0.014945801707875583,signal
ETHUSDT,LONG,2024-11-25 15:45:00,3520.1692049999997,2024-11-25 17:00:00,3425.276505,0.004257643306990718,-0.4186028746233834,-2.6956857603667346,0.014583605586105807,stop_loss
BTCUSDT,LONG,2024-11-27 13:00:00,93713.50333499999,2024-11-27 14:30:00,94684.61401,0.00015986085744865947,0.1401062216002154,1.0362547983384687,0.015136363582833956,signal
ETHUSDT,LONG,2024-11-28 08:45:00,3630.95457,2024-11-28 09:45:00,3596.56082,0.004126462500509871,-0.1567655929814433,-0.947237133842733,0.014841073354533035,signal
BTCUSDT,LONG,2024-11-29 09:30:00,96525.54865499999,2024-11-29 10:45:00,96795.587995,0.0001551964412949351,0.026886813787758743,0.2797594458283507,0.015022330789874742,signal
ETHUSDT,LONG,2024-11-30 01:30:00,3618.2282099999998,2024-11-30 04:00:00,3646.146015,0.0041403138143072645,0.10049228499175072,0.7715877324388017,0.015096188714885881,signal
ETHUSDT,LONG,2024-11-30 13:30:00,3678.71844,2024-11-30 13:45:00,3665.996085,0.004072582112712737,-0.06674290548562689,-0.34583660607632366,0.014930070081045924,signal
